airplane_query (5477900),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_1,0.9289638818929495,0.1420722362141008,0.06056688067290675,0.0030437845723181303,0.16536225970141055,0.1642485489726654,247,5523100
airplane_2,0.9372575342376067,0.12548493152478662,0.04975741017333982,0.0023536096148182558,0.16385986781778972,0.15208773639938894,247,6591000
airplane_3,0.9330744257114683,0.13385114857706337,0.06932652413674727,0.0026645938870156253,0.20019592497692293,0.17037265036774996,247,5584800
airplane_4,0.9572790066038812,0.08544198679223758,0.03801576991767602,0.0011467716567785699,0.07855936151245106,0.16353488373203534,247,5971600
airplane_5,0.8509347375380624,0.2981305249238754,0.1587533279934705,0.012766766052545854,0.5246267780635129,0.1844103726305441,247,4963400
ball_1,0.8880132048679609,0.22397359026407831,0.11702180505336715,0.010916306697280753,0.5527094821041127,0.14121221352867863,247,5996100
ball_2,0.6544716191274902,0.6910567617450196,0.3728537298510239,0.08383375830435422,1.29905348085885,0.22012295889679884,247,4998500
ball_3,0.8738776734300152,0.25224465313996947,0.10080621509823509,0.010762905438495398,0.2069698952854086,0.14866149141320917,247,6999800
ball_4,0.8941832874301525,0.21163342513969496,0.0970410028397321,0.007852620796032411,0.36857614877079303,0.1431235440432284,247,6000200
ball_5,0.7851962438061538,0.4296075123876923,0.23533656950255766,0.03257494520561587,0.7104691149982595,0.19578717667128037,247,7000300
car_1,0.9191785406769845,0.16164291864603125,0.07803573549568303,0.004188797541399861,0.29715430255908565,0.14981141269193723,247,4999700
car_2,0.8752868317091334,0.2494263365817334,0.12919104410138352,0.011392901178987568,0.4838378896995391,0.13766702334292003,247,6012100
car_3,0.8441864871607434,0.3116270256785133,0.15149855111103736,0.016087243988157814,0.4743962653340432,0.13586164575057713,247,5007000
car_4,0.8710122402408311,0.25797551951833764,0.13549197885152842,0.013304471894128228,0.6493539641496102,0.1360681176661076,247,5999100
car_5,0.8485800531139462,0.30283989377210757,0.14810616863104253,0.01566068828837598,0.6228903431682226,0.13349898969141288,247,8522600
cat_1,0.8372832968047695,0.3254334063904608,0.17069433082614197,0.021060482951056374,0.4726685049567663,0.1306690714891265,247,7513700
cat_2,0.8343949195946364,0.3312101608107272,0.15989392970434485,0.019162542106284226,0.6491913860613019,0.13070948941170937,247,6996700
cat_3,0.8625347184391701,0.2749305631216601,0.13601306365661964,0.012941624775993019,0.46073450712913777,0.13546684238917706,247,5999700
cat_4,0.8610282748259253,0.2779434503481495,0.12652222491930812,0.013666047858585847,0.5488110915669788,0.13964298029605193,247,4996100
cat_5,0.8272628146115067,0.3454743707769868,0.1691519023850172,0.021165162098475094,0.43740103750720083,0.13119294584060004,247,5002100
dolphin_1,0.8647760659319141,0.27044786813617183,0.14450312828144163,0.015578694260335148,0.5395900945601443,0.13415509148895877,247,5000000
dolphin_2,0.8809486126597479,0.2381027746805044,0.11983451235487433,0.010021698188941568,0.31941446343311325,0.14367542242044773,247,4001400
dolphin_3,0.8510161574549985,0.297967685090003,0.16541762295001866,0.014821083846899764,0.5080342305967377,0.18470777811773112,247,9524100
dolphin_4,0.9073196770685761,0.18536064586284778,0.09141399754932228,0.010050228940184862,0.1879381302787152,0.15685059664824078,247,9520200
dolphin_5,0.9105432815997663,0.17891343680046762,0.07088136184094507,0.004920299778152719,0.18259194607467988,0.16334383093275728,247,5520000
face_1,0.8305902710251722,0.3388194579496556,0.14437494637851375,0.017274352381938085,0.563165841496999,0.13614118087366558,247,12060000
face_2,0.8342840194507076,0.33143196109858486,0.14612295885815224,0.016579744675764643,0.5281662851281429,0.13702730396173068,247,7184700
face_3,0.831669265217053,0.33666146956589393,0.13795570613930855,0.016845742048796485,0.44590880394029564,0.14232323823970944,247,7163800
face_4,0.8495069337207957,0.3009861325584087,0.13011205084088817,0.013637759183669102,0.4652259830408473,0.1381127287883245,247,8007700
face_5,0.8173233221496367,0.36535335570072686,0.15898440207431075,0.020615555589520045,0.6167575081521388,0.13524497399529567,247,8517000
lotus_1,0.8282617335683974,0.3434765328632053,0.15019396574980634,0.02047171035170001,0.6178920795487189,0.13932696820231089,247,7523400
lotus_2,0.9143610859731147,0.1712778280537706,0.06724178421736392,0.0056054005189979175,0.1460731396083607,0.1565350899201205,247,6997000
lotus_3,0.6358155663885917,0.7283688672228167,0.3945763131880239,0.07607932256179226,1.5117889999845335,0.22353331955378639,247,8515300
lotus_4,0.8507165027171526,0.29856699456569463,0.13375916362436693,0.01536258437774806,0.5645858285701006,0.1386883068786504,247,10115500
lotus_5,0.8916642715066986,0.21667145698660287,0.0933872159698742,0.007028014888978101,0.19652968452155534,0.14748538284666107,247,14089200
pickles_1,0.42765379452235425,1.1446924109552916,0.6136507551423644,0.22354909079251611,2.3673619073600816,0.26342935950571306,247,924078300
pickles_2,0.4137583341481545,1.172483331703691,0.628653884997677,0.24164601270412334,2.4129203975255167,0.2658275772281309,247,1060904300
pickles_3,0.4912478127207466,1.0175043745585068,0.5445727825097643,0.17000420463471247,2.128303866407824,0.25343157082196943,247,686826200
pickles_4,0.4778098653983658,1.0443802692032684,0.5594409431727247,0.177145417885325,2.181846876461729,0.2550713945178978,247,797313500
pickles_5,0.4664331189810509,1.0671337620378982,0.5715073501248861,0.18580755422721976,2.218814865215095,0.25710014138132725,247,466721400
