airplane_query (8859600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8920360831620808,0.09093014370482422,0.021437322213164238,1.3041720722437822,0
airplane_2,0.8602102738433574,0.08361629381438329,0.0175052674476221,1.2424661025854271,0
airplane_3,0.8991413626250725,0.0722630159805176,0.01655172855609377,1.2662604156166815,7933100
airplane_4,0.8917209336951968,0.06828007011592577,0.01584942819277185,1.2487411033835523,1995500
airplane_5,0.9588402759827568,0.07508325379335075,0.01467615806849183,1.3403207340359466,2006800
ball_1,0.7284425368816463,0.13157472243664883,0.033916135502791,1.1600929403674693,2136300
ball_2,0.6117570742049353,0.2416854694990041,0.05916982341566005,1.5086594335154113,0
ball_3,0.8243111211728243,0.1425761439709304,0.03089531984089808,1.3965387444863444,0
ball_4,0.7620404299301399,0.1536078921704104,0.03762857140978053,1.323759977079174,8665100
ball_5,0.8156080617877058,0.16282868910494125,0.03281968660437536,1.466855326133407,3009300
car_1,0.819676688668022,0.08648499398226739,0.022209963329199365,1.1891686711189944,1923800
car_2,0.8285858834649371,0.08490067947479338,0.01871555452629538,1.200100847837759,2111700
car_3,0.9016093133543693,0.0785107167596284,0.0184619232925851,1.283372353250223,2996000
car_4,0.8007825670665826,0.09568813240433996,0.026289316437539744,1.1820311857145802,1712800
car_5,0.7996516196607011,0.09809890008938432,0.023227823660346248,1.1873216139973894,2432700
cat_1,0.9086267723867991,0.08622640044917056,0.017059783321468694,1.3212978884999143,1267200
cat_2,0.7236078905839568,0.16892218036600043,0.03956265100641247,1.3133084284954089,5349500
cat_3,0.7726477856300282,0.14852448082356307,0.032662969987193965,1.3250608806520887,1989200
cat_4,0.740551355248024,0.15155488865008823,0.04419673744750074,1.2670654992071737,2774700
cat_5,0.7693608824500853,0.1551614362454057,0.03009239059074518,1.3605071446974333,2376800
dolphin_1,0.7536973032964264,0.13041752577072593,0.03304627868622575,1.2053445537724317,2009100
dolphin_2,0.6780440239278472,0.17692295294050378,0.03413863612842064,1.2335678760888524,1993800
dolphin_3,0.8482764739187542,0.15841676627014456,0.033884581420462516,1.4960813502114987,460100
dolphin_4,0.6283250787731256,0.22902378952474187,0.0543567530631892,1.443948440231316,0
dolphin_5,0.8948019389585119,0.1046504073001498,0.023047187818889633,1.351845218583418,6992000
face_1,0.8009093272550618,0.15009246630713202,0.03463842220993408,1.379429904487825,3285900
face_2,0.8952181231909011,0.11777276984286095,0.02707529699931538,1.3942431882745132,2001700
face_3,0.8982800202972028,0.14017135189267635,0.03127896253542188,1.4879885510127806,3439100
face_4,0.8011885564201698,0.1592307100096043,0.03889725469335072,1.428074360453548,3004800
face_5,0.8060138151489432,0.16265464034397908,0.037735416623001096,1.4509643821479181,3167900
lotus_1,0.7511816596139202,0.17443687823301976,0.045453203056272,1.3960901359322955,3110100
lotus_2,0.8478173644981155,0.14113248764640088,0.03155133104134744,1.4243722846303384,3240700
lotus_3,0.9938414487774528,0.20243443232250516,0.04390081102436987,1.8430702636446392,0
lotus_4,0.7002217811557974,0.18605336665745176,0.04441119082181784,1.3494957958282485,0
lotus_5,0.8576837395922308,0.12920511029697068,0.027309790346232505,1.3951623388511931,7853000
pickles_1,0.9691167936460824,0.2426347837536401,0.05700529035719115,2.3044197013518826,144511600
pickles_2,0.9073980460079505,0.25249846734282533,0.0582021512630229,2.4127440082283553,190572100
pickles_3,0.7885159382615421,0.2430006625955928,0.05606699351794065,2.008809211728552,130257500
pickles_4,0.8947296674505166,0.2356980511372731,0.05426243149252164,2.08085741168801,187563600
pickles_5,0.8395989144857935,0.2400584890071945,0.05546778817119074,2.085142219591574,85347500
