ball_query (8859600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7555606983538449,0.13251342587779003,0.029727226338798936,1.3842969139193684,0
airplane_2,0.6858399415028996,0.15642427784215374,0.0371559902547547,1.3391054426441993,0
airplane_3,0.6509527100733624,0.18118192770215188,0.05014080287894183,1.387463255338763,7933100
airplane_4,0.6338494887305796,0.1879339316072054,0.04870907422630807,1.3679677781249093,1995500
airplane_5,0.7350399268956728,0.15282798833819242,0.042730373732497925,1.4416453898647001,2006800
ball_1,0.6171147313623291,0.18169745773648213,0.04381735853755265,1.253591041500478,2136300
ball_2,0.3890564180573577,0.31773013292037683,0.08954841131582124,1.6933477590630204,0
ball_3,0.8205847377422792,0.1150213593623216,0.02782100445506954,1.4314744699650546,0
ball_4,0.8360962404156231,0.08447474512840367,0.014072801680452498,1.3437512142868338,8665100
ball_5,0.7105204916637348,0.17738698731525132,0.052982347629052684,1.545514751018463,3009300
car_1,0.5735577878541002,0.21737367127115798,0.057376178875531626,1.3222344518288052,1923800
car_2,0.6344752950325423,0.17944946556064545,0.03895571598622672,1.2979013806744841,2111700
car_3,0.7281671018414118,0.14251047949203205,0.03292394920551116,1.373524350230564,2996000
car_4,0.6641765584072676,0.15670428082090826,0.03152635089664437,1.268549869079416,1712800
car_5,0.6296686846937195,0.18023883219252787,0.03876196268898768,1.2874982455097963,2432700
cat_1,0.6835984494569939,0.17164835545011986,0.044321757560155446,1.4275128381275952,1267200
cat_2,0.8307056299350988,0.07945098766577019,0.013253255488945728,1.3185412377913621,5349500
cat_3,0.777681593468584,0.11652745079574348,0.02305003995554228,1.361946685309712,1989200
cat_4,0.8135789277065373,0.07884263397607799,0.011786039280260749,1.2888222266386784,2774700
cat_5,0.6439944099248772,0.19073526906697638,0.04735678475556289,1.438896590045351,2376800
dolphin_1,0.6500585600936479,0.1681671305938917,0.03300607475462886,1.29345635471232,2009100
dolphin_2,0.6177074506798116,0.18748432055749129,0.04149910852034211,1.302970691859113,1993800
dolphin_3,0.8211619625136188,0.13971426260104816,0.04987606342421649,1.5366462198747626,460100
dolphin_4,0.7973264653460106,0.11342524730666026,0.019454970259986,1.398681761049792,0
dolphin_5,0.8141663922141571,0.11413522553373907,0.03503186302846783,1.4103382735626537,6992000
face_1,0.8883124955671542,0.07883162952845019,0.018589046312705006,1.3976701966512741,3285900
face_2,0.8501897790121917,0.108612596293174,0.02927563678901309,1.4472902411070567,2001700
face_3,0.9117176694225477,0.10566172097441935,0.03466235973325423,1.5156563357775221,3439100
face_4,0.9290655771123862,0.07247627784782573,0.015707445617769152,1.4263305315816908,3004800
face_5,0.927520210046293,0.08098275708031805,0.018972090721021382,1.4532590715678093,3167900
lotus_1,0.9151788763543479,0.06671322570992398,0.010781242542478165,1.3999335361508984,3110100
lotus_2,0.8999168685394443,0.08885100381616061,0.025223098709434524,1.4434212196443563,3240700
lotus_3,0.9624900923725176,0.17898140743702518,0.06204382164630443,1.9103443706026508,0
lotus_4,0.8874640629274918,0.05528843973698701,0.008747755906466459,1.329155122862393,0
lotus_5,0.7511934302115513,0.1491311321276478,0.04095847452220396,1.4596762430689774,7853000
pickles_1,0.6273278403641516,0.251158672630903,0.08254590459700502,2.5406820003043458,144511600
pickles_2,0.5608291603755066,0.25897083246225316,0.08386609756148722,2.6586095227829505,190572100
pickles_3,0.5550590325305006,0.25541214064821516,0.08549298725065164,2.249445188228962,130257500
pickles_4,0.6320692450929831,0.24555870038696348,0.0818053779215927,2.300305743072234,187563600
pickles_5,0.5479468446326311,0.2575561343945546,0.0836544953214731,2.320925976859397,85347500
