face_query (13946600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7660264595111502,0.4679470809776999,0.16461392455883891,0.048924059907634626,0
airplane_2,0.7627724154727985,0.474455169054403,0.11432438963891689,0.044673427588224394,7349800
airplane_3,0.7229798420375566,0.5540403159248869,0.1602708290388389,0.06002675782990107,2009300
airplane_4,0.7417368457740132,0.5165263084519736,0.1522022613469232,0.05337055874987499,1152800
airplane_5,0.6904814603274578,0.6190370793450845,0.23318023239057487,0.07945867603790842,3208600
ball_1,0.8207112644632941,0.358577471073412,0.06312270995749102,0.0342790208789756,0
ball_2,0.4007157642139192,1.1985684715721616,0.4751916000151549,0.2576409011008436,0
ball_3,0.8639201324631999,0.27215973507360053,0.05064881318358349,0.013961920966005235,6862500
ball_4,0.8820531329815463,0.23589373403690744,0.036686882486278445,0.012578084752236663,0
ball_5,0.6472561629817979,0.7054876740364042,0.260025220157579,0.08964026338089902,0
car_1,0.7590165934489459,0.4819668131021082,0.07725035232616671,0.04384162853986701,6966300
car_2,0.8036212935733418,0.39275741285331633,0.057254888331065915,0.032195841417724184,0
car_3,0.8149318700979219,0.37013625980415654,0.06195351424778497,0.03231124497990548,0
car_4,0.8267491891479006,0.34650162170419907,0.04882190492844485,0.02755754228299752,6551000
car_5,0.7975616419095168,0.4048767161809662,0.06015944339380183,0.03870640361250616,1222900
cat_1,0.8253296225639793,0.34934075487204164,0.06152849834359779,0.027338567115858577,2997700
cat_2,0.8908192880457274,0.21836142390854552,0.03139575535468145,0.010110793887277245,2716300
cat_3,0.8742308472751279,0.25153830544974454,0.03574917877458243,0.011822672237324,238900
cat_4,0.8416809669082617,0.31663806618347684,0.05770856849837102,0.020809955780051202,0
cat_5,0.8260907411844681,0.34781851763106375,0.04521589232888583,0.023686016894358005,0
dolphin_1,0.722529558713566,0.5549408825728683,0.07572406531989725,0.06642654377973893,7938400
dolphin_2,0.7526758987476239,0.4946482025047523,0.07786515395177898,0.05409970309103396,2004000
dolphin_3,0.6712736949428033,0.6574526101143934,0.2288349824267933,0.07930653537082134,1009700
dolphin_4,0.6871099138275305,0.6257801723449388,0.16001024725702798,0.07821642864386291,2854300
dolphin_5,0.7896830988933043,0.4206338022133914,0.14903490271829128,0.03826203307527082,2099300
face_1,0.9407320573902637,0.11853588521947263,0.014197307733371299,0.003063682670050808,3012400
face_2,0.9048993915656445,0.1902012168687109,0.031481344723638276,0.007988186613094786,1661600
face_3,0.8713850641039511,0.2572298717920979,0.03771151756253795,0.013215811444180235,0
face_4,0.9187244598202716,0.16255108035945687,0.021066425213990807,0.005297578233126119,0
face_5,0.8966846478654596,0.20663070426908065,0.026854945980603402,0.009009266064613978,9306800
lotus_1,0.8587969784932353,0.28240604301352945,0.04405917793617702,0.017958629421567292,1985000
lotus_2,0.8674472794820713,0.2651054410358575,0.05959805000103291,0.014119044780532846,2639200
lotus_3,0.508107122496603,0.9837857550067942,0.48972995277080034,0.18623397744941272,325800
lotus_4,0.8654141053078147,0.2691717893843708,0.03994777897546962,0.014913836739607009,0
lotus_5,0.8604277506596959,0.2791444986806083,0.03636956436588743,0.015046971693914649,7017600
pickles_1,0.29195984312564316,1.4160803137487137,0.651126101469847,0.48061930688625826,133519700
pickles_2,0.2748745298956885,1.4502509402086228,0.6568536020566139,0.5197520196834733,173910700
pickles_3,0.3210748377102571,1.357850324579486,0.6085012924677077,0.40320559205937534,129657400
pickles_4,0.3282403819240824,1.343519236151835,0.6113283156989604,0.4036081220594189,153146900
pickles_5,0.32260086132244464,1.3547982773551108,0.5999031575292323,0.4136241229763884,80301400
