lotus_query (13946600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.6759174380628645,0.6481651238742712,0.24995140567992816,0.06902347396545251,0
airplane_2,0.6282542275360341,0.743491544927932,0.30604073909587043,0.0924935144612498,7349800
airplane_3,0.668317258601514,0.6633654827969717,0.2624428253287187,0.07306587880479742,2009300
airplane_4,0.6732892050337715,0.6534215899324569,0.26755748424354936,0.07017334562790017,1152800
airplane_5,0.7341466785261321,0.531706642947736,0.18396949170298751,0.04958637587595959,3208600
ball_1,0.5436582548650346,0.9126834902699309,0.40233085082423353,0.15185201919429117,0
ball_2,0.7561767733835529,0.4876464532328939,0.10571349776768646,0.07277859419405232,0
ball_3,0.5913505533627429,0.8172988932745142,0.36962473626323045,0.11719224124449805,6862500
ball_4,0.5720278719397364,0.8559442561205273,0.39248511167822375,0.1312019093278423,0
ball_5,0.7403414201838927,0.5193171596322145,0.16135671498097282,0.050958898379985004,0
car_1,0.5928927700823081,0.8142144598353838,0.3760595586721151,0.1263072398930412,6966300
car_2,0.5726267458200694,0.8547465083598611,0.40007554261672207,0.13996022228189378,0
car_3,0.5609450801571596,0.8781098396856808,0.4106404287185785,0.1456464350418373,0
car_4,0.5558824170466605,0.8882351659066793,0.3985483922921429,0.14719456983979093,6551000
car_5,0.549369067079641,0.9012618658407181,0.40408498215940386,0.1548262187800304,1222900
cat_1,0.5953590575790361,0.8092818848419281,0.3983058811493497,0.12575687359994847,2997700
cat_2,0.5512654937595327,0.897469012480935,0.39220120229828415,0.14023557570448156,2716300
cat_3,0.5773035068967273,0.8453929862065455,0.38521495726124366,0.12688189112265638,238900
cat_4,0.5695108113704263,0.8609783772591475,0.36956491579950423,0.12953511343387342,0
cat_5,0.5575741368487132,0.8848517263025737,0.4188249851960209,0.15219292406555907,0
dolphin_1,0.5539222295868448,0.8921555408263107,0.3727662672513631,0.14779076113886144,7938400
dolphin_2,0.5566324152542373,0.8867351694915254,0.3724544250134582,0.13830617294522704,2004000
dolphin_3,0.7269978918964499,0.5460042162071002,0.186782708777706,0.05792520132046848,1009700
dolphin_4,0.6123029904539257,0.7753940190921488,0.26699412662289995,0.11035626814068138,2854300
dolphin_5,0.6814934167454717,0.6370131665090566,0.26317403705013975,0.06579100534229404,2099300
face_1,0.5578663973141813,0.8842672053716374,0.403327143588842,0.143513513889274,3012400
face_2,0.5635124019809239,0.8729751960381522,0.41285921403895925,0.14538108379787107,1661600
face_3,0.568387561724276,0.8632248765514481,0.39830273699703855,0.13911904424347465,0
face_4,0.5696201907525525,0.8607596184948952,0.3969251202627085,0.1356909951514099,0
face_5,0.5444232114401606,0.9111535771196788,0.4126079073919957,0.1569085540411875,9306800
lotus_1,0.5771329533959985,0.8457340932080033,0.3890907093294229,0.13184156343570824,1985000
lotus_2,0.6126625158537992,0.7746749682924016,0.35472459648639915,0.10214930300063092,2639200
lotus_3,0.8658670464017783,0.26826590719644344,0.08778643847522218,0.017589800521619972,325800
lotus_4,0.5432886307875842,0.9134227384248317,0.3889499999326771,0.14665298858240583,0
lotus_5,0.579310503862562,0.8413789922748761,0.4011338961148406,0.1314030838729153,7017600
pickles_1,0.6497755053053462,0.7004489893893076,0.24964328186629084,0.1251151168849994,133519700
pickles_2,0.6337235762711865,0.7325528474576273,0.25612469287671985,0.14467434695900067,173910700
pickles_3,0.6870368940059353,0.6259262119881295,0.21058897907029567,0.09665087539481307,129657400
pickles_4,0.6846978453848621,0.6306043092302759,0.21155128451573113,0.09727096673363292,153146900
pickles_5,0.6730818397851903,0.6538363204296191,0.20244012508130557,0.10683386105447722,80301400
