car_query (20719500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9764398411746193,0.026675962554987623,0.005263267505943347,2.594988409528542,2082300
airplane_2,0.9566278690194556,0.021669027549802468,0.004111076839732517,2.5258788287390757,3715100
airplane_3,0.9601181081404001,0.0273990782427673,0.008421302721161386,2.5699874900998187,296900
airplane_4,0.96092720685112,0.028861415861579615,0.00908482733016922,2.5835388096186738,0
airplane_5,0.9424262488045316,0.03211537987203583,0.011129134046185856,2.5957986691739054,6750100
ball_1,0.8643061604283849,0.02704643730024441,0.00523066717161368,2.4612640994472113,3129700
ball_2,0.9842695683876939,0.06399496145892086,0.02983319026944186,3.100195743179789,2000500
ball_3,0.9016685553780668,0.03520901420856222,0.008525844505866804,2.6019764997655748,1979300
ball_4,0.7750543636315568,0.039894040233126524,0.012426465739087218,2.448722638315001,0
ball_5,0.9054412498959807,0.04858465213496566,0.01637563522221269,2.74985691752214,6949100
car_1,0.9124350259896042,0.020152284263959395,0.006342379529674691,2.4567492643504076,0
car_2,0.9107210988172457,0.017106598984771574,0.0036424635940934496,2.433659325913877,0
car_3,0.9294478527607363,0.018900169204737728,0.003367344331598668,2.4706574966418313,7926100
car_4,0.8009654062751409,0.02666666666666666,0.009467757319330082,2.350653644622222,0
car_5,0.8193559208319356,0.02553299492385787,0.007575404010030092,2.373778230075413,5747100
cat_1,0.9235718578938257,0.03323757065197826,0.010276924369304725,2.5963881036543044,3123500
cat_2,0.712222534965205,0.04495023579291398,0.013777270944724427,2.3674472181522788,3808700
cat_3,0.7545830645466547,0.04177886007835246,0.013428178009786887,2.4300448190166994,329900
cat_4,0.6926740719348867,0.0494205402149166,0.018417753636078203,2.378214639772212,0
cat_5,0.8030420955933346,0.03409866516262455,0.00824575083034636,2.446829466029471,7822600
dolphin_1,0.7637962757558753,0.04028207091474538,0.016001323121816097,2.435241588879172,3003200
dolphin_2,0.72943556165501,0.045943210659898474,0.014901593989564125,2.434337825221242,2005300
dolphin_3,0.9507388150188044,0.04934734112853668,0.01873807819074964,2.802564747633174,1887600
dolphin_4,0.7444370519557548,0.050469907812591155,0.012945846656755024,2.56726640950891,3004300
dolphin_5,0.9264543880296566,0.027443919159350204,0.007841796268383373,2.5389087970022852,2631300
face_1,0.8859341814181007,0.029058236839428746,0.00637482114816408,2.5126305357664105,0
face_2,0.9406462143797171,0.028895723599241682,0.007580453237034367,2.568653769111066,8152300
face_3,0.899663438260801,0.03721463890832798,0.011405855584787452,2.6113436089131383,2998000
face_4,0.909974087233827,0.028121880708935558,0.006509334233809962,2.5374607876959105,4047200
face_5,0.8741825912504336,0.029923331040082303,0.006915734930802125,2.50967580474068,2998700
lotus_1,0.7540608271115524,0.0466094030545519,0.01333171803882642,2.5054908016727966,2835200
lotus_2,0.8855087910066264,0.025203304672122655,0.005656147884206422,2.4737040500318046,3574800
lotus_3,0.9846717322991877,0.0643818479376439,0.025541363972803103,3.0755093775578413,0
lotus_4,0.7299219766562838,0.04539244039072138,0.01167187060260798,2.4296870748928163,5377000
lotus_5,0.9112544197044853,0.028688317966780622,0.008726567837876398,2.5332089611969417,4001100
pickles_1,0.8969446016678209,0.079683204095865,0.03589093411958073,3.5268063427535847,176482200
pickles_2,0.8706106918094552,0.08166546785109983,0.03682442920866756,3.657684569784396,224672700
pickles_3,0.9556600261561482,0.07393938057839451,0.03324340187897462,3.298829119663749,157391400
pickles_4,0.9488845019522006,0.07278562818016056,0.03284810691006415,3.2646584258400795,178563800
pickles_5,0.9465457092086375,0.07700244332520104,0.034354996809207436,3.403762943329096,105215300
